	A01	A02	A08	A09	A107	A11	A13	A16	B03	B13	DC05	DC13	DC16	DC23	DC25	DC26	DC27	H01	H02	H03	H04	H11	H12	H13	H16	H19	H22	H23	H24	H27	H28	H31	H32	H34	H46	H47	H48	H49	H50	H54	H60	H63	H65	H69	H73	NC150	NC151	NC152	NC159	NC173	NC183	NC185	NC201	NC210	NC307	NC308	NC317	NC318	NC326	NCF004	NCF026	NCF041	NCF044	NCF051	NCF055	NCF106	NCF168	NCF171	NN0897	QM01	QM03	QM04	QM07	S02	S05	S08	S11	SK02	SK03	SK08	SK11	SK12	SK14	SK20	SK22	SK27	SK43	SK44	SK51	SK54	SK56
SK44_NODE_17									1.1623950508810603	1.4674756247774443							0.7161557665899652				0.7956659686134081							6.566595130393814			5.316269662164831	0.4227125106115614		4.938170901896678		0.596360870095374		2.476630099265883								1.2904291877181944	1.433581867833716	2.5858879476795877		1.556423514408726	0.8170483887913352						0.9401503216681908		0.095136891333085			1.5278093788702398	4.384573599348977		0.5648582376403726				4.225771685830134		0.7514803624014691	0.3907681085693021		2.060868267975783												12.37141570472138	1.06215649028387	60.68555647923715		5.639228722661776	
SK44_NODE_19																																																																																						0.0		0.4933186834770468			
SK44_NODE_20																																																																																								0.0			
SK44_NODE_21		1.0418593744161335																								0.8531489129922214																						0.6807639345486812																			0.4781525546374505		1.7019296625974094																			9.330423719096094		2.6494419012332866	
SK44_NODE_22														0.0			0.0028518056532893														0.0																																																	0.0			0.0					0.0167491364414546			
SK44_NODE_23		0.0015424678226898	0.0039192571964806		0.0		0.0			0.0						0.0005183422339276						0.0				0.0021068134917897		0.0		0.0005688619939284		0.000532838678088		0.0010326902039794			0.0005439563664163	0.0010847680431908	0.0011611741716511			0.1145108701524683	0.0069077005375564					0.0											0.0030059655050469	0.0		0.0005228022162438	0.000533697037865				0.0								0.0012582541564085					0.0		0.0	0.0	0.0004943416790566		0.0020881988552761		0.1154345574612055			
SK44_NODE_25			0.0	0.0021345984064191					0.0					0.0			0.0				0.143219508826939											0.0				0.0																																																				0.6186460664004992			
SK44_NODE_28												0.0														0.0								0.0																							0.0		0.0																													0.0			
SK44_NODE_31						0.2289822549031065															0.0021472888319242																														0.0025015878214126															0.0006031157762304											0.0012731099944911							0.0034912740512689				3.3838237085134457			
SK44_NODE_37																																																														0.0282371567245991																										0.0802499488719915			
SK44_NODE_41		0.1130831094877666			0.0703555382885049	0.0957124096948684			0.0006583232163519			0.0007567498691295		0.049856582293627			0.0958378605208761	0.2534055702108946			0.0336589893208147	0.0					0.0464174453520574			2.5817828618495966	0.1055114970766225			1.4942891160625802		0.1155245655117031			0.1956162339889845							0.0	0.0								0.4150224862709411		0.0		0.1900999990205443	0.0			0.6743161826216881	0.3767413108520109		0.0917988005544495	0.1418700425653573		0.0		0.3445420838610207										0.0761646621430932			0.1500341309016635		0.0844567205328878	0.1009058324039523	0.0013191280702063		0.1778266183741778	
SK44_NODE_43		0.0299823965172824							0.0175654019741635	0.0124249400853245				0.0170548075445521			0.1872996038545656	0.0			0.01251519333277					0.0046974483246808						0.0087732305714308		0.0		0.0099986154399557	0.0194052823912843									0.0277228164225305	0.0202966474250948										0.0		0.0020622273956173	0.0305817808279213	0.010185837116141				0.0061946424493738		0.0572590404504049		0.2922522421922477	0.0008039566933084			0.4423859297508678								0.0238040698259177					0.029368263884647		0.3844597469042065			
SK44_NODE_48																																																																																								10.606964802535678			
SK44_NODE_49	0.0036983045773145	0.3120612413938263	0.0094974648313931				0.0120010931543731	0.0	1.000068761350412	0.0031774109096152				0.0016476399350953			0.0144795774574224										0.1717515062051716		0.0008633827954959	0.1191883500385219					0.0964081059692956	0.0093145329799322				0.0431394008414146				0.2344575056276987		0.0053395702260859	0.0069661041976995					0.0982233665380256	0.106235834353748			2.4806923412829054	0.0828462794278444	2.3455570335115272		0.0	0.0007907454480095	0.0	0.0015917518098286		0.0095048785899842	0.0007640922439062	0.0		0.055258349415544	0.5465475835672119								1.952813587905193				0.0408616255801707	0.0273481015849672	0.0125321825963452	0.0	0.0007785068286271	0.0053776219479802	3.1518874166476505	0.0760810116752761		
SK44_NODE_50	0.0158577327744298																																																																																							0.2781207642995895	0.0278893264005028		
SK44_NODE_54				0.0						0.0				0.0			0.0038101002152388			0.0														0.0								0.0		0.0				0.0	0.0				0.0						0.0		0.000884313267753						0.0			0.0																		0.0271490057519557			
SK44_NODE_55					0.0465947452731522																							0.014940972601504		0.1709743449684798																																																								0.0775806462378935		0.2767647569703135			
SK44_NODE_61	0.0022846799578275									0.0127587884293826																										0.1146041743057153																	0.0115138051170945							0.012222053934265			0.0752245302413627											0.0075453708633185												0.0779112438190331		0.3981047434383249			
SK44_NODE_62																																																									0.0																													0.0		0.0			
SK44_NODE_63	0.0	0.0		0.0		0.0					0.0								0.0	0.0						0.0								0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0		0.0		0.0			0.0	0.0	0.0	0.0	0.0			0.0		0.0								0.0	0.0						0.0				0.0		0.0	
SK44_NODE_65																																																																																								7.951951484375027			
SK44_NODE_69														0.0			0.0																																																																							0.3129436373113686			
SK44_NODE_77																																						1.4714374931606038																		0.6524863671815504		0.2412276479455874																	0.2725754904455215													1.709255603868969			
SK44_NODE_78					0.438042202201456			0.1416510131821972											0.1541924642758368																																																						4.103659469186499	0.0082719330400594														27.93559766276692			
SK44_NODE_79														2.690484971486937																34.281710341938734																																																										11.533146780492888			
SK44_NODE_81	0.0209636433302838				1.0906866670116615	0.0314935542301206	0.0010629306247053	0.016589417217581	0.0093648183830355	0.2037492701234019	0.0045167304899704	0.0131571770365995		0.1214142745092598	0.0011019951294495	1.962950108621968	1.7803405479903285	0.021220073090795		256.7134717571295	0.6237609474057033					0.0523140830539661		0.0611780701724354		0.0084151065502929		0.0731920243211297	0.0118870354818734	1.276675674471787	0.0191748854381961	3.65027644913888			0.1877212607645066	0.0048422456526868			0.0089832771062728		0.1011507910091134	0.2999682890217676	0.307121050033344	0.0047901395871301		0.1443857518967376	0.0426666511970863				0.0339298990612159		0.0797244443323023	0.0034528217531891	1.928592261505315	0.0022429292869979	0.007844022601032		0.1308300302078624		0.0112245625265879	0.2598729813267887			0.0104409674212467		4.5852715471121535	0.1003312696839476	0.9569199960513184	0.3375177373434894				0.0130407464066425	0.0085573865619941	0.1150930381353506	2.888137754043868		0.0086122924017122	0.0229828863364956		0.2085106903907931	1.3608377130003904	40.24558103444075		0.3230445032955779	
SK44_NODE_84	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0			0.0005883931406945			0.0006083342300441			0.0				0.0011343637624231		0.0230004221790916					0.0	0.000567520552102		0.0				0.0							0.0	0.0	0.0	0.0			0.004527163080346	0.0					0.0		0.0	0.0				0.0			0.0		0.0											0.0					0.0	0.0033361760772439		0.025220115648725		0.0	
SK44_NODE_86			0.1342471461528513			0.0162053255455135	0.0360981495091246		0.2323713939361723	0.8265660128473037			0.2539838091361205						1.3969197813674763								0.0317592558176874		0.0201462188880481							0.0464123833511354						0.0289829931160633				0.2291636117613006	0.2093927044158799							0.4007095277080732	0.1257045934913978							0.0875485353089211				0.3866744187670003				0.1325269426544339		0.3458973181456928	2.2376052928831				0.024698495796584					0.2168475951540791		0.1720156459316426	0.1144303285777664	0.0794750192211031		2.780838206757146		0.0	
SK44_NODE_87																										0.0																		0.0																				0.0																								0.7538098491179029			
SK44_NODE_90	0.3693027763653809		0.3144347088315408			0.2345969977962554		0.3376281330699766	1.176519904222801	0.9397412974207308			1.528459067121782																																																																1.0460614218201896		2.2785821270019917					0.9791474283205186				2.809242462240729			
SK44_NODE_91						0.0																										0.0		0.0352655407933571																		0.0053055462168207							0.0																								0.0					0.5816061732016871			
SK44_NODE_92	0.0		0.0	0.0	0.0		0.0033827068083377	0.0	0.0	0.0	0.0			0.0012384389220644			0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0		0.0	0.0					0.0				0.0	0.0	0.0			0.0		0.0044828936780827				0.0		0.0	0.0		0.0	0.0	0.0	0.0				0.0		0.0	0.0		0.0		0.0	0.0			0.0010999280019432			0.0	0.0		0.0	0.0	0.1990606110831701	0.0	0.0	
SK44_NODE_95						0.0			0.0																	0.0				0.0		0.0					0.0											0.0												0.0				0.0																			0.0					0.9292270224849648			
SK44_NODE_96																					0.0							0.0												0.0			0.0																																													0.0			
SK44_NODE_98																																																																																								5.073812839113645			
SK44_NODE_101		0.0								0.0				0.0			0.0																																								0.0			0.0			0.0	0.0							0.0096168001425142																	0.1147591168728686			
SK44_NODE_102									0.0	0.0	0.0			0.0			0.0															0.0						0.0	0.0												0.0											0.0	0.0		0.0	0.0	0.0				0.0			0.0														0.0			
SK44_NODE_103																																																																																								0.0			
SK44_NODE_104																																																																																								2.255505642526642			
SK44_NODE_108																																																																																								0.0			
SK44_NODE_113																														0.0013961818891605																																																										0.0502461930485553			
SK44_NODE_118																															0.198689610925161																																												0.0025516735496983													0.0375152626001026		0.0076480745681597	
SK44_NODE_122									0.0063738532179518												0.0											0.0														0.0	0.0													0.0	0.0082369655669185									0.0													0.0013188760543459			0.0		0.9195648140851198	0.0	0.0	
SK44_NODE_125																																																																																								0.0			
SK44_NODE_127								0.0											0.0																						0.0		0.0							0.0							0.0				0.0	0.0				0.0								0.0										0.0				0.0			
SK44_NODE_133	0.0039667196655304			0.0130829101502781	0.0				0.0	0.0028400172018358	0.0185174434210105		0.0111685955684524					0.0			0.0	0.0026561442715673												0.0			0.0029001616665524	0.0		0.0080171427786041		0.0013157908987532			0.0								0.0613043912554145				0.0		0.0	0.0	0.0466474839865443		0.0	0.0079628627566039	0.0014159336781208				0.014634292100112											0.002615950725856			0.0		0.0	0.0	0.0226596791253424	0.0	0.0140211013486014	0.0	
SK44_NODE_135				0.0												0.0											0.0																						0.0											0.0		0.0										0.0																0.0			
SK44_NODE_137																													0.0																									0.0			0.0																															0.0676872248983336			
SK44_NODE_141																																																																	0.0																							0.0			
SK44_NODE_143																		0.5754645306778801																																							0.1529311578306786													1.1331612839225715																0.1087941424837084		1.9868752166828236			
SK44_NODE_145																																																																																								0.0604887586587518			
SK44_NODE_147	0.0	1.0686282672543217		0.0		0.0		0.0				0.0	0.0	0.0			0.0	0.0			0.0	0.0	0.0						0.0						0.0											0.0	0.0		0.0		0.0				0.0	0.0		0.0	0.0	0.0			0.0				0.0		0.0													0.0		0.0041429276316618				0.0	0.0		
SK44_NODE_153									0.0251652316700735																																		0.030929311212535								3.696845030527851																																					0.0784393976335309			
SK44_NODE_154			0.0		0.0	0.0	0.0											0.0								0.0			0.0					0.0					0.0				0.0	0.0		0.0	0.0									0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0		0.0			0.0												0.0		0.0	0.0	1.0904025580619678		0.0	
SK44_NODE_158		3.536512279046445							0.6240245692024564				0.6568700002359423																									1.9283280900374569							0.6366894376108528																																											14.551493541944826			
SK44_NODE_161	0.0		0.0		0.0077538252970996	0.0046585432563391	0.0	0.0			0.0	0.0033026706112169	0.0			0.0		0.0029296255088338			0.0													0.0090388089119903	0.0	0.0		0.0					0.0									0.0	0.002917128049376						0.0	0.0147087045466457					0.0015496536964171						0.0			0.0119480553803038			0.0031555884572704	0.0				0.0			0.0	0.0		1.548645979300572	0.0		
SK44_NODE_165									0.3274271963528221	0.2568304999315893																	0.7548409207497436				0.3731366790774886			0.6159204175559437																									0.0398898607007758															0.5208017745502038			0.6690035905547256			7.596929423204232							0.7474338794270158	8.825920135855169			
SK44_NODE_180																																																																																								0.0			
SK44_NODE_185																																																																																								0.0			
SK44_NODE_192	0.017480631047327	0.0	0.0329621390544444	0.0206892588542904		0.3990314782119304		0.0050302408551594	0.0015775549829164		0.0		0.0151009842302537					0.0225202169695162		0.0921446364893986			0.0				0.0088278719147947	0.0	0.0129847376985518	0.01275813737596	0.0			0.0612102425924275	0.0	0.0	0.0923681506830193	0.0	0.0902176322749602	0.0		0.011069782423739	0.0051073276400236		0.0124823549196366	0.0	0.0016629500614489			0.0049562975377823	0.0051068590387321	0.0045546291395435	0.0048051746156915		0.0		0.1672313399268277		0.0	0.0		0.0410379652406016	0.003419850357329		0.0935965342968274		0.3864366595848393		0.0017588381865144		0.0	0.0152112170426142	0.0493584463319182	0.0	0.0					0.0440161204852325	0.0066369135348989	0.0048772485194729		0.0530584245386354		0.0485056328185715	0.0	0.6764661488974636	0.0134811295552702	0.0612209442471396	
SK44_NODE_198																																																																																								0.3801659338756852			
SK44_NODE_212																																																																																								10.1194120789577			
SK44_NODE_319		0.0075936530067702		0.0																						0.0										0.0166562513590486																												0.0024508936527177						0.0																	0.0	0.1335725784336891		0.0	
SK44_NODE_370		3.63620579060534			1.2152017579510752				3.740824460444819								8.447634741825235			0.7147505985351645						3.029660200969769						1.0595632088504523					0.8463922903937364									1.9323146778652909	2.6050695050638324	1.3321614005244446											0.9067470345321268										3.038981564038158					0.879906729209003									1.2104374513170495	3.540505544212992				11.770129418424712			
SK44_NODE_402	0.054266158778552							0.0015904853916735	0.0			0.0	0.0015915669189395		0.0						0.0										0.0												0.0				0.0031547965864548																0.0			0.0				0.0					0.0030591645270676													0.0014992168647308	0.0	0.0	
SK44_NODE_472																																																																																								3.517555556639534			
SK44_NODE_526																																																																						0.09506868699517																	0.0607891905980707	0.5530040191636255			
SK44_NODE_561														0.0			0.0									0.0					0.0	0.0																							0.0														0.0																	0.0		0.0			
SK44_NODE_1336																																																																																								26.007121686362044			
SK44_NODE_1406																																																																																								0.1925569236968326			
SK44_opera_contig_6									0.0934553443577738	0.0938976002303088							0.0804000368158174				0.0610753263684938							0.4990721192573975			0.3629956591051869	0.0412194737870519		0.2643259587482233		0.0503872165472936		0.0935454484488493								0.0402185356484113	0.0469533168837808	0.104202559372538		0.0987432946676231	0.0563741015627034						0.0640084355241758		0.0040662079220831		0.0333985810430288	0.0764661333846229	0.2398190444402817	0.0143104851061504	0.032332022090864				0.2531768155533137	0.5729033269240513	0.0629502044744109	0.0308569064555729		0.1930224450227534												0.6362270294354176	0.0692507361842445	2.663388413390611		0.2988649904918766	
SK44_opera_contig_7																																																																																								0.1315956249415458			
SK44_opera_contig_9														0.0			0.0005705926679789														0.0																																																	0.000490163760782			0.0					0.0943753438937953			
SK44_opera_contig_11																															1.2408669487749369					0.0843303028409513		0.5280846264466225																																																		8.759765823934542		1.0948920453369693	
SK44_opera_contig_12	2.620722373324931	6.563693509189882	7.033019478484856	23.066017017190006	1.752060238140294		6.774727330189983	1.4104420571084444	4.152517707897919	2.4839501194303937		2.456381377941052		9.417820599698		6.637880354036679	6.00577554428323			9.128384191438192	2.716745092300324	27.56994492065217				8.224682288776766	14.212522514939051	5.641378450363528	0.5204571746317516	11.515183695089728	3.2189050275881703	0.9973524154127617		13.554794035927298	4.138916589270916	2.700091626084277	10.630417086154534	4.097611383496931	12.725118371775125	2.036870756787456		26.05161705024081		2.989064431850342		5.584679288243869	6.927299099258122				1.7429390099081716	0.9125899424591248	1.4077981449744208		3.986524364424653		2.601243812014388		5.822139206496095	7.70677055725215		6.909286136073167	4.542494093797489	1.105030891537956	1.7148307786698185		8.198975170306767		52.219812717513	9.368659980450142	4.873576985980696			2.24749999944632			0.4716333058801832							9.4133963882185		5.210437548310344	3.0049324613419643	23.165455672086967	9.060870460505049	7.663262462359757	
SK44_opera_contig_21												0.0018835756084916														0.012269640109026								0.0068733385798423																							0.0005732715782221		0.0																													0.345846586216869			
SK44_opera_contig_34					0.0346568277898768																							0.0149597877647609		0.0570632176401955																																																								0.0733143916437611		0.067628837841016			
SK44_opera_contig_35				0.0034490449089922						0.0097800655235329				0.0046103936314536			0.0543397343588229			0.0184256323212801														0.0								0.0		0.0				0.0037833782396613	0.0				0.003337734965478						0.0040138416215481		0.0						0.0042472117639663			0.0																		0.0765753844754813			
SK44_opera_contig_41																																																									0.0																													0.0		0.0392517834483779			
SK44_opera_contig_50																																	0.0743815800349986	0.0442593631211102															0.0570227334986701										0.0890102462583069	0.0225142202343438																										0.0976327488748438		0.1362512740572799			
SK44_opera_contig_72			0.0010910880181951			0.0	0.0		0.0010965998923274	0.0023726781536351			0.0011663434069573						0.0048574846595107								0.0		0.0							0.0						0.0				0.001139209787521	0.0							0.0	0.0011919352453629							0.0				0.0				0.0013049567234489		0.0	0.0012253697181301				0.0					0.0		0.0	0.0011602325377771	0.0		0.0483413384248359		0.0	
SK44_opera_contig_73	0.0032227096104205				0.0454716824000647	0.0345818364423499	0.0	0.0079341619985172	0.2106139352307662	0.0092293396073827	0.0011572503984139	0.0551627234920392		0.0239292759801125	0.0011293871134773	1.165845256520321	0.2801834136248861	0.0010873767249662		8.51208714839669	0.0521526940619712					0.0068443965385602		0.0068398643251229		0.0		0.0138482470066915	0.0	0.260563629927459	0.0110539744821785	0.0603116027112153			0.017604075407277	0.0006203259994406			0.0011508214883953		0.0036162232976936	0.0132940331544473	0.0179860041076351	0.2215279543276489		0.0156350634929472	0.0057535794981344				0.0		0.0246237659580519	0.0	0.1725232693562184	0.0	0.0		0.0057793980860007		0.0080524978316345	0.1586898236599441			0.0		0.3055140057602217	0.0077118881947647	0.3991937697835676	0.0299342874054465				0.0033412241461413	0.0	0.1147659309944389	0.1615117633133138		0.0055164785873708	0.0192715899543256		0.0146985003611277	0.1746118920561936	3.5620777405030526		0.0468295927246078	
SK44_opera_contig_78	0.0011323270253686		0.0	0.0	0.0		0.0022965188893615	0.0	0.0157369292329354	0.0	0.0024396599004869			0.0012611638573721			0.0971409713758924				0.0441449099411134	0.0102358943006424	0.0	0.0158040944322502	0.0393008766035473	0.0036072572973494	0.0025160743248701	0.0132178517111248		0.0012986636528133				0.0176815806843994		0.0261421752443393	0.0018627093284161					0.0112680430180583				0.1412969655378476	0.1884012514489412	0.0012936693360834			0.0012129420914523		0.0034238649455248				0.004719149529638		0.0	0.0012114923954987		0.0	0.0042643476489979	0.0	0.0024251272160189				0.0		0.0013279793899666	0.0040644583945687		0.0011686302215564		0.0	0.0012345828406654			0.0			0.003488872836842	0.0011285400985011		0.0011917951902824	0.0011760652823893	0.6576920593454926	0.0048029021421654	0.008035666765675	
SK44_opera_contig_80																																																																											0.0304021600746594													0.2870981827170843		0.0455618602370995	
SK44_opera_contig_82		0.0479592199761538								0.0062894546230887				0.0026091070753516			0.0053950633819871																																								0.0						0.0063015147010676	0.0011756281838755							0.0013736678235859																	0.1566831976915992			
SK44_opera_contig_84									0.0	0.0	0.0			0.0			0.0															0.0						0.0	0.0												0.0012626219232163											0.0	0.0		0.0	0.0	0.0024188040051982				0.0			0.0012164951222886														0.0609601958469845			
SK44_opera_contig_85																																																																																								0.1727325476671367			
SK44_opera_contig_86																																																																																								0.1422281511982865			
SK44_opera_contig_88																																																																																								0.2121542104789922			
SK44_opera_contig_89	0.0203232711811127		0.007084800283261				0.1048646113783871										0.0082598134270519											0.0773875046509347																																			0.0057885513537161	0.0125991636049574					0.1587769303990662																		0.0142791411969393	1.2264555182790688		0.028481611536544	
SK44_opera_contig_97	1.271881693308992	0.3667303643084716			0.8038958409081638			0.4866348439061853			0.5154761996762134			0.0446984533566655			0.43938200623488																		0.0402374435568159		0.1313600132622196	0.0297068739202675					0.0992153338677114																	0.0561496742909582										0.2742428633793171				0.0548003317654865	0.2318074975973318									0.1692221902351439				3.458438209236112	0.4229449930336026		
SK44_opera_contig_103	0.0038040748372552	0.0	0.0432094326152134	0.0079240926875541		0.0918456196533697		0.0030103252382167	0.0		0.0		0.0					0.0134771235544154		0.5146731086221865			0.0				0.0327546039281766	0.0010092189071777	0.0	0.0032721644982264	0.0010258355326213			0.0267307276041868	0.0	0.0059880784202935	1.0346243388442915	0.0280787393591259		0.0		0.0009463802847977	0.0112070107648485		0.0010671442447197	0.0	0.0	0.0		0.0	0.0193557879767866	0.0027256975250842	0.0047927255825196		0.0		0.0485531057537065		0.0	0.0		0.0110264842019705			0.0203681560470495		0.082941815731525		0.002105137759904		0.00446137279124	0.0068273138234138	0.0253185791962466	0.0235562168187132	0.0038600711589474					0.0112891076931673	0.0	0.0136209157292019		0.00568702887332		0.0120115779088791	0.0	0.4388791204949392	0.0010084652432267	0.0009641421432848	
SK44_opera_contig_104								0.0109285693596648	0.0089968057808771		0.0				0.0027223447744383			0.0026210803273141									0.0014384402252843		0.0105788627206187		0.0	0.0											0.0013870057608494		0.0014527948359777	0.0186927780564481	0.0298062739528457										0.0040469081808107			0.005540883676086	0.0166094594129429						0.0013284211265678				0.0		0.0043085437245954					0.0040269469989208				0.0026490455558759	0.0		0.0190377308552895	0.0299793807768424		0.073397785347353	0.0041187302603343	0.0026251385112059	0.016359141777854
SK44_opera_contig_105																																																																																								0.0167428778124516			
SK44_opera_contig_109																														0.0																																																										0.0464161573669142			
SK44_opera_contig_111				0.0332784067593701												0.0											0.0133120485279265																						0.0139191618900528													0.0154357872405708										0.0031858134068394																0.0966588277343404			
SK44_opera_contig_120		0.0028773568942336					0.0																	0.0596026223366545														0.0030353289337439													0.0044600572630343					0.0075760008324032	0.0	0.0060957495440256																				0.0690679649668765								0.0014607663003664		0.3354247754486338			0.0
SK44_opera_contig_125									0.0110699075892273																																		0.0119462597955323																																													0.058226554777613			
SK44_opera_contig_130			0.0304492597182016														0.1774963260844571					0.0350924863882047				0.2233340400750283						0.2811315275658465													0.0315174067128249						0.3507750092045231				0.2380197374829968														0.1076669381823827									0.0440360828650359						0.0300421044772487		0.4578635114140515		0.7801460589152525			
SK44_opera_contig_135	0.0		0.0028566026107439		0.0	0.0170689861281951	0.0	0.0			0.0	0.0049504272602165	0.0			0.0015112024595133		0.0029275092167129			0.0													0.0	0.0	0.0015175231676255		0.0					0.0015491597514989									0.0	0.0						0.0	0.0					0.0						0.001695928834326			0.0			0.0	0.0				0.0			0.0	0.0		0.0388320040899415	0.0		
SK44_opera_contig_141																																								0.0199320821971071																						0.0029105690410005																										0.0995562389551427			
SK44_opera_contig_142		0.0020148091550639							0.0090042600241837			0.0059145698176022		0.0			0.0029842430884232					0.0507581660303404				0.0082559137678501	0.004318896105961									0.0027196127484431			0.0151675407243617						0.005815994157722	0.0	0.0013559531700882						0.0		0.0153796742249281		0.0013500870731798			0.0013863686345569	0.0152379526470812								0.0114731152544589															0.0051657694302163				0.2165095537445644			
SK44_opera_contig_156																																																																																								0.0303592558152259			
SK44_opera_contig_161	0.0			0.0043476262563304	0.0				0.0	0.0014943116060873			0.0014691250787887					0.0			0.0	0.0												0.0			0.0	0.0015215465012632		0.0008034900696733		0.0			0.0								0.0014024388930349				0.0		0.0	0.0	0.0		0.0	0.0	0.0				0.0030800084616295											0.0013764161456741			0.0		0.0	0.0	0.0	0.042900269613283	0.0	0.0	
SK44_opera_contig_162																																																																																								0.0232864449702433			
SK44_opera_contig_165						0.0025173268556379												0.0118730650836732		0.0068699437356837						0.0049822638094643					0.0189785343949987			0.0012210703628312					0.0																				0.0		0.0		0.0075726288463652	0.0023546179821145													0.0396453989611314									0.0	0.0060913323589934	0.1399915621123974			
SK44_opera_contig_167																																																																																						0.4488379208819751		11.687931048913429			
SK44_opera_contig_168																					0.0					0.010862676472159					0.0					0.1495225157406856	0.0144237862853487													0.0							0.0403489799661086																															0.6547680593071552			
SK44_opera_contig_175																																								0.0017443263821301																									0.0																							0.1524690203944434		0.0045935764604868	
SK44_opera_contig_421				0.0213417597326921										0.0076074326469598			0.1809008489767226				0.0050242514367057															0.0035838980336553				0.0																																														0.0970514429283903		0.3498513709999644			
SK44_opera_contig_1241																																																																																								2.093425285610913			
SK47_contig-120_9	0.0							0.0														0.0																																																		0.0							0.0			0.0							0.0		
SK47_contig-120_10						0.0							0.0	0.0	0.0	0.0	0.0																																																												0.0						0.0	0.0	0.0				0.0	0.0	0.0
SK47_contig-120_14		0.1800171972341097					0.0803424105697447																							0.0376313830015034																																																													
SK47_contig-120_18								0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0							0.0					0.0																					0.0				0.0																			0.0											0.0				0.0	0.0	
SK47_contig-120_19					0.2764329370611615			0.1303522074303869											0.0738818083033032																																																						5.265161228831128	0.0071401700235981														0.673830415863469			
SK47_contig-120_22		0.0					0.0		0.0	0.0			0.0	0.0	0.0	0.0	0.0													0.0																																													0.0		0.0	0.0	0.0					0.0	0.0			0.0	0.0	0.0	
SK47_contig-120_26																																																																																											
SK47_contig-120_27	0.2734232565657197						0.401642808241282	0.559182007929425	0.5501175450139795	0.5643217367488508				0.2030223432041856	0.4169953459785628	0.705529078654185	0.730773143652342									0.464198993296278				0.1871207687611947																																																0.4847129727170407	0.3261083472308305					0.7575296802493003				1.2595417158902422	0.5136581789645303		0.8956947360593963
SK47_contig-120_29			0.1368954117045352				0.0462637917314548	0.8914426523218225							0.553711733204248									0.1488029743021526																			0.3971815356159662		0.6110710903445845									0.5896371984533577				0.9169178139868334		0.2817472214188686		0.4796533814387629						0.2891850856753647											0.0312346214146201												
SK47_contig-120_31			4.64275364159106						0.8094441660823416	0.7211517281316978				0.3667854323313644																																0.4373384272077847	0.4890638986977825																										2.052306687080913													1.985470847616144					
SK47_contig-120_32		0.002427519530408			0.0100381569078719	0.0125645478138848		0.0086481084912595	0.0023247168537003					0.0052165049020168	0.0652437272208237		0.0633712304154192	0.0142226769105075	0.0514876781110583						0.065740669434765	0.0	0.0136593766855128		0.0		0.0037890463419059				0.0147261323403076			0.014084370817723							0.0					0.0042604916996907	0.002508523507448		0.00354050113468	0.1421509096124609									0.0012598901225171			0.0		0.0133535104660634	0.0038877891605049						0.0		0.0	0.0637329066396441				0.1108028490185838	0.0	0.0064184150355395		0.1010563465066986		0.0034936477791158	0.0	0.0059352907051866	
SK47_contig-120_34	0.0357291836562046	1.843349891086837												0.0430563129875489			0.3554497148222794																		0.0334841509900968		0.0635931606985859																							0.0764542986736107														0.0320386618385916		0.0431202125443103								0.2165769782789659							
SK47_contig-120_38																		8.868782362458363																																																																1.118383822447744									
SK47_contig-120_39			0.1081566658714778					0.0391654127650213								0.0181025966342056		0.0801564429278816				0.1889006043619089					0.011684735134354	0.202206628157149							0.2044194544838681			0.1156829205487443			0.0972408990469734				0.159665194769372		0.0388431453520533													0.0926670224805311		0.3671233958291636	0.0299552917112845		0.0947364372017305		0.4271977627801302	0.089796450479755								0.1161714914162369			0.032198298840957				0.0171555296428555		0.2670589274901446						
SK47_contig-120_40					0.0013501021586969				0.0		0.0013572193517838									0.0354188377828479	0.0537506239722858								0.0014705958750158		0.0244615406237297			0.0	0.0				0.0014747142911066			0.0				0.0	0.0										0.0		0.0					0.0			0.0		0.0								0.0							0.0		0.0026520540757199				0.008940723612077	
SK47_contig-120_41																																																																														1.0164343707984878													
SK47_contig-120_42		0.1405177266367274							0.0276679734066799			2.662193233962243		0.0169322812963901		0.0211830776270508	0.0627302960803804					0.0369014977533614					0.0042225756374054									0.0352312155357162			0.0578341633708721						0.0241667123263561	0.0444210780768805	0.0503770773545224								0.0334907764402745		0.0448792279060325			0.0182985709174513	0.009480618157767								0.5594598773692121															0.0416671357163754				0.0214200946372191			
SK47_contig-120_43									1.7208369514888564				0.0722479660777562											0.6870357106224362		0.1957855019089298							0.0672798289676347													0.009801000192533	0.0377914180648143																0.5787938700030558		0.0725972184990352						2.585843593232904								0.0614244885824891												
SK47_contig-120_46																																																																																											
SK47_contig-120_50																																																																					2.153440736727833																						
SK47_contig-120_54											0.2257828426520248		0.9435460728564103				0.3160279479002748					0.3215950790297245									0.3608360323061664								0.3915673633121248	0.6918665385449727					0.144784146870492	0.5723890002709566	0.5457996920859769				0.2142697961076035							0.2436265642055434																0.250830520900863									0.0266440813633102	0.0748450268829281				2.0003028910607497		0.307298271501625	
SK47_contig-120_58		49.95874073853699																																																												0.3360421623433702																													
